field_filter,hobby_coding,hobby_gaming,hobby_reading,hobby_writing,hobby_music,hobby_drawing_art,hobby_sports,hobby_cooking,hobby_photography,hobby_travel,hobby_science_experiments,hobby_volunteering,hobby_debating,hobby_robotics,hobby_fashion,hobby_business_trading,grade_math,grade_science,grade_lang,grade_social,grade_cs,score_analytical,score_numeric,score_verbal,score_creative,score_social,top_course_1,top_course_2,top_course_3,top_course_4,top_course_5
Social Science,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,44,46,44,53,80,75,54,57,60,71,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
all,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,80,58,76,83,76,84,71,70,82,78,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,56,71,100,82,72,76,44,100,89,83,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
Science,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,79,80,88,61,96,69,66,89,85,59,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
STEM,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,55,63,62,56,72,84,59,41,52,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
Business,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,44,71,89,80,48,43,70,83,51,78,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Arts,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,38,65,50,58,72,67,20,59,90,68,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
Business,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,77,84,60,99,65,63,66,66,64,100,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Engineering,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,73,52,46,63,72,73,81,38,55,81,BEng Software Engineering,BEng Computer Engineering,Graduate Diploma in Robotics Engineering,BEng Mechanical Engineering,PhD Civil Engineering
Health,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,76,76,64,42,87,68,62,69,91,57,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Business,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,61,76,72,83,60,52,74,65,61,84,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
all,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,94,77,68,74,77,86,84,80,85,74,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,70,66,63,69,73,75,53,64,87,61,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
all,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,65,73,75,73,74,75,63,71,85,85,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,60,68,71,91,74,66,47,78,89,89,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
Health,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,58,46,75,72,80,74,74,80,46,68,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Business,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,62,100,82,74,70,59,80,77,78,84,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Education,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,80,71,68,96,94,75,67,80,87,97,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
all,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,62,54,78,76,52,60,69,82,44,55,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Law,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,72,53,83,72,56,77,67,82,52,76,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
all,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,71,64,51,32,69,84,74,46,64,34,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
all,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,47,51,100,81,48,88,42,100,66,86,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
all,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,62,79,68,73,50,32,71,68,70,87,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Business,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,75,100,67,88,63,58,68,67,82,80,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
all,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,52,82,57,73,57,29,78,67,92,70,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,95,81,84,76,88,85,97,100,71,54,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
all,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,61,65,95,94,67,68,62,87,59,70,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Media,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,23,69,68,85,76,58,31,70,82,75,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
Arts,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,54,66,99,80,51,79,38,100,80,82,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
all,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,58,77,100,98,69,72,74,100,61,92,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Media,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,48,62,79,73,63,49,40,73,89,66,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
all,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,50,78,69,63,52,45,61,83,81,66,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Education,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,76,61,86,73,81,59,79,89,66,58,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
Arts,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,71,78,59,70,81,66,40,53,100,81,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
Health,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,69,82,64,74,78,84,76,76,74,83,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Business,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,73,71,79,70,75,73,71,84,60,80,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
STEM,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,60,57,61,47,64,56,81,59,64,56,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
all,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,74,68,89,98,62,59,91,95,58,76,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Social Science,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,87,60,98,95,63,77,85,75,55,60,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
all,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,90,58,52,68,78,90,61,56,64,75,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Engineering,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,80,99,51,43,59,77,89,49,58,63,BEng Software Engineering,BEng Computer Engineering,Graduate Diploma in Robotics Engineering,BEng Mechanical Engineering,PhD Civil Engineering
all,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,71,85,43,33,51,92,74,34,71,39,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
all,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,84,87,66,82,65,78,82,73,75,86,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Business,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,44,59,48,76,58,46,63,63,72,87,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
all,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,73,91,57,61,86,72,84,55,79,53,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
Education,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,45,67,84,96,67,54,51,79,65,82,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
Science,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,68,61,77,60,90,80,78,77,77,49,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
Education,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,100,88,80,76,77,76,79,63,71,73,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
Health,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,51,54,57,67,60,53,62,71,78,45,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,69,83,92,56,78,72,57,92,87,62,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
all,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,95,73,74,58,83,90,80,61,69,60,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
all,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,57,67,66,79,65,52,66,67,58,73,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
STEM,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,83,74,38,43,86,81,94,49,72,47,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
all,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,56,51,72,75,96,71,38,79,91,64,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
Social Science,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,86,61,100,100,53,71,72,100,43,90,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
Law,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,74,61,72,58,74,81,70,76,58,49,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
Architecture,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,74,73,73,65,65,62,75,66,76,48,Graduate Certificate in Architecture,Graduate Certificate in Urban Design,Graduate Diploma in Construction Management,BArch Architecture,PhD Urban Design
Arts,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,53,74,71,66,58,45,42,70,87,86,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
all,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,50,54,79,88,78,68,48,78,78,71,LLM Law,LLM Corporate Law,LLB International Law,BSc Education,Graduate Diploma in Early Childhood Education
STEM,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,86,72,63,58,74,80,76,53,75,63,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
Social Science,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,86,71,95,71,70,73,78,90,55,67,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
Science,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,92,62,75,48,64,88,92,64,39,74,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
all,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,82,54,45,34,79,90,83,46,51,50,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
Arts,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,61,72,66,91,98,76,42,77,95,85,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
STEM,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,68,80,69,68,83,94,86,74,69,64,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
all,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,89,95,68,84,69,72,80,67,100,72,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Science,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,97,86,53,43,71,83,100,60,68,48,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
Business,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,57,58,85,94,73,65,85,74,76,91,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Science,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,69,52,36,47,64,87,77,39,57,41,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
Education,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,60,59,68,82,52,75,70,82,51,87,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
Engineering,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,81,76,78,56,50,68,82,60,75,85,BEng Software Engineering,BEng Computer Engineering,Graduate Diploma in Robotics Engineering,BEng Mechanical Engineering,PhD Civil Engineering
Engineering,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,80,46,58,49,73,100,67,53,41,42,BEng Software Engineering,BEng Computer Engineering,Graduate Diploma in Robotics Engineering,BEng Mechanical Engineering,PhD Civil Engineering
all,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,81,69,55,77,47,73,74,65,56,75,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Arts,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,48,56,68,77,60,45,62,68,75,71,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
Engineering,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,90,74,72,49,69,75,94,63,58,61,BEng Software Engineering,BEng Computer Engineering,Graduate Diploma in Robotics Engineering,BEng Mechanical Engineering,PhD Civil Engineering
Law,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,49,57,95,76,78,68,48,81,78,77,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
Health,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,70,63,63,79,59,74,97,76,46,83,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Social Science,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,66,63,92,80,69,69,46,92,77,80,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
all,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,62,78,51,22,70,63,71,43,95,62,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
Education,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,62,41,91,74,68,65,49,96,70,83,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
all,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,59,79,59,53,76,67,78,57,100,41,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
Social Science,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,46,39,60,52,78,61,40,63,67,72,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
STEM,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,82,68,61,67,57,67,87,51,63,71,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
all,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,73,64,64,61,69,65,70,63,70,66,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,89,76,100,86,82,100,85,92,86,100,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Social Science,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,51,67,77,78,64,49,70,74,66,89,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
Arts,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,60,56,98,86,58,35,47,86,87,66,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
Law,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,64,54,100,83,76,70,69,89,40,71,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
Health,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,83,70,80,52,65,72,82,74,84,66,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,56,39,100,97,50,68,49,88,53,82,LLM Law,LLM Corporate Law,LLB International Law,BSc Education,Graduate Diploma in Early Childhood Education
Media,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,26,61,80,86,83,53,28,75,80,65,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
all,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,85,66,90,97,69,55,69,87,65,75,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Education,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,66,60,90,79,52,62,57,70,62,80,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
Science,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,81,59,94,72,97,96,84,85,47,64,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
all,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,65,84,71,70,50,69,68,68,57,73,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Social Science,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,79,86,73,64,64,79,73,87,79,70,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
Education,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,49,49,63,86,64,53,52,77,42,81,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
all,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,65,97,79,63,85,70,71,69,74,55,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Arts,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,29,69,58,64,60,38,36,60,83,75,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
all,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,64,56,79,70,76,85,69,80,47,69,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Architecture,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,59,59,76,48,58,47,74,57,71,73,Graduate Certificate in Architecture,Graduate Certificate in Urban Design,Graduate Diploma in Construction Management,BArch Architecture,PhD Urban Design
Law,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,66,50,88,86,43,64,66,96,47,70,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
all,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,83,51,96,76,50,87,84,84,62,55,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
Social Science,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,59,64,51,79,38,47,66,69,54,66,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
all,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,74,70,45,49,66,87,76,39,71,64,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
STEM,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,89,100,42,43,83,89,100,38,67,30,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
all,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,62,62,83,89,44,49,66,70,62,76,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Social Science,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,89,86,41,85,80,88,54,62,77,85,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
all,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,87,73,44,38,60,87,84,56,53,57,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
Engineering,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,81,72,61,69,65,72,75,66,86,60,BEng Software Engineering,BEng Computer Engineering,Graduate Diploma in Robotics Engineering,BEng Mechanical Engineering,PhD Civil Engineering
all,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,62,63,92,57,62,71,77,100,68,73,LLM Law,LLM Corporate Law,LLB International Law,Graduate Diploma in Medicine,MSc Nursing
Law,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,76,40,78,61,72,83,47,78,59,60,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
all,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,53,46,69,76,63,69,51,57,66,86,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
