field_filter,hobby_coding,hobby_gaming,hobby_reading,hobby_writing,hobby_music,hobby_drawing_art,hobby_sports,hobby_cooking,hobby_photography,hobby_travel,hobby_science_experiments,hobby_volunteering,hobby_debating,hobby_robotics,hobby_fashion,hobby_business_trading,grade_math,grade_science,grade_lang,grade_social,grade_cs,score_analytical,score_numeric,score_verbal,score_creative,score_social,top_career_1,top_career_2,top_career_3,top_career_4,top_career_5
Space Science,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,96,82,50,51,97,85,90,48,81,59,Space Scientist,ISRO Scientist,DRDO Scientist,Astronomer,Aerospace Engineer
Education,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,56,45,81,79,65,58,66,78,57,76,School Teacher,Professor,Special Education Teacher,Training Manager,College Lecturer
Aviation,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,63,49,55,65,48,59,80,66,30,79,Aircraft Maintenance Engineer,Pilot,Commercial Pilot,Air Traffic Controller,Flight Dispatcher
Business & Finance,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79,66,57,72,52,57,79,62,33,87,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
all,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,46,68,53,72,70,18,57,64,84,94,Graphic Designer,Fashion Designer,Interior Designer,Social Media Manager,VFX Artist
all,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,64,63,58,54,51,57,92,61,33,55,IT Project Manager,Data Analyst,Data Scientist,Cybersecurity Analyst,Database Administrator
all,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,86,66,76,50,85,94,79,78,54,42,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
Science,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,75,72,62,62,75,81,84,59,77,57,Physicist,Chemist,Mathematician,Statistician,Geologist
all,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,90,72,63,62,77,82,86,74,47,40,Data Analyst,Data Scientist,Cybersecurity Analyst,Network Engineer,Cloud Engineer
all,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,70,65,90,48,73,75,61,62,44,46,Animator,Film Director,Video Editor,Journalist,Content Writer
Research,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,89,79,82,59,79,84,88,72,61,59,Research Scientist,Data Scientist,Research Analyst,Laboratory Researcher,Scientific Writer
Design,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,41,52,81,78,55,59,36,76,66,59,Architect,Urban Planner,Interior Designer,Industrial Designer,Graphic Designer
all,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,68,82,83,83,78,68,61,79,90,86,Doctor,Nurse,Pharmacist,Medical Lab Technologist,Medical Researcher
Forensics,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,75,77,60,78,53,69,90,73,67,88,Forensic Scientist,Criminologist,Crime Scene Investigator,Forensic Psychologist,Digital Forensics Analyst
Fashion,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,36,56,62,75,78,61,42,60,85,66,Fashion Designer,Textile Designer,Makeup Artist,Cosmetologist,Fashion Stylist
Education,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,65,73,69,62,61,62,72,64,58,75,Training Manager,School Teacher,Professor,Special Education Teacher,College Lecturer
all,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,54,58,90,100,65,41,59,100,68,75,Social Worker,School Teacher,Professor,Special Education Teacher,Social Welfare Officer
Sports / Fitness,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,63,59,76,71,63,54,43,83,75,81,Sports Coach,Fitness Trainer,Yoga Instructor,Sports Physiotherapist,Sports Psychologist
Fashion,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,80,91,72,66,98,73,100,78,88,56,Cosmetologist,Fashion Designer,Textile Designer,Makeup Artist,Fashion Stylist
Healthcare,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,73,54,43,85,46,76,58,53,45,100,Doctor,Nurse,Pharmacist,Medical Lab Technologist,Medical Researcher
Aviation,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,93,64,47,36,41,70,88,40,35,56,Aircraft Maintenance Engineer,Pilot,Commercial Pilot,Air Traffic Controller,Flight Dispatcher
all,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,60,64,74,62,57,51,71,74,68,63,Public Relations Manager,Animator,Film Director,Video Editor,Journalist
Law & Government,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,45,62,90,83,70,58,51,79,92,68,Social Welfare Officer,Lawyer / Advocate,Judge,Legal Advisor,Public Prosecutor
Law & Government,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,63,58,84,62,30,68,58,85,35,56,Social Welfare Officer,Lawyer / Advocate,Judge,Legal Advisor,Public Prosecutor
all,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,62,70,62,65,85,63,79,68,73,67,Public Relations Manager,IT Project Manager,Training Manager,Accountant,Chartered Accountant (CA)
all,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,33,88,62,71,61,63,52,64,87,67,Animator,Film Director,Video Editor,Journalist,Content Writer
Hospitality,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,77,66,73,65,56,52,89,78,73,77,Hotel Manager,Event Manager,Airline Manager,Wedding Planner,NGO Program Manager
Design,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,61,56,61,50,78,46,70,53,86,61,Architect,Urban Planner,Interior Designer,Industrial Designer,Graphic Designer
all,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,72,68,75,62,56,63,63,68,55,41,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,IT Support Specialist
Space Science,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,89,85,78,57,59,79,75,64,69,66,Space Scientist,ISRO Scientist,DRDO Scientist,Astronomer,Aerospace Engineer
Sports / Fitness,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,74,63,72,76,87,66,56,71,52,90,Sports Coach,Fitness Trainer,Yoga Instructor,Sports Physiotherapist,Sports Psychologist
Media & Creative,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,45,71,63,63,89,77,32,69,92,74,Graphic Designer,Fashion Designer,Interior Designer,Social Media Manager,VFX Artist
Space Science,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,91,68,64,61,64,94,85,61,56,56,Space Scientist,ISRO Scientist,DRDO Scientist,Astronomer,Aerospace Engineer
Marine,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,70,62,84,77,45,63,76,66,60,95,Marine Engineer,Ship Captain,Marine Biologist,Naval Architect,Oceanographer
all,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,85,71,89,76,58,70,86,91,71,78,IT Project Manager,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager
all,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,76,38,71,85,82,65,70,70,62,76,IT Project Manager,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager
Defense,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,76,66,76,79,63,80,66,69,49,78,Navy Officer,Army Officer,Air Force Officer,Defense Scientist,Coast Guard Officer
Law & Government,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,77,67,97,87,92,100,50,100,69,59,Social Welfare Officer,Lawyer / Advocate,Judge,Legal Advisor,Public Prosecutor
all,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,100,68,73,60,61,100,81,72,52,45,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
all,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,61,69,76,100,70,82,64,83,48,96,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
Business & Finance,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,58,65,70,58,43,39,62,73,57,80,Accountant,Chartered Accountant (CA),Investment Banker,Marketing Manager,Human Resource Manager
Space Science,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,89,83,62,38,78,88,87,51,79,37,Space Scientist,ISRO Scientist,DRDO Scientist,Astronomer,Aerospace Engineer
all,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,78,76,69,64,90,92,68,66,77,52,Software Developer,Web Developer,Mobile App Developer,Game Developer,Software Tester / QA Engineer
all,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,71,53,81,98,78,87,73,86,87,76,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
Marine,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,59,77,69,86,51,58,69,86,56,93,Ship Captain,Marine Engineer,Marine Biologist,Naval Architect,Oceanographer
Science,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,100,70,42,54,73,97,95,61,55,55,Physicist,Chemist,Mathematician,Statistician,Geologist
Biotech,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,73,85,52,71,79,83,81,66,72,71,Tourism Manager,Real Estate Manager,Biomedical Engineer,Agricultural Scientist,Environmental Scientist
Media & Creative,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,28,57,97,60,52,48,28,85,89,68,Graphic Designer,Fashion Designer,Interior Designer,Social Media Manager,VFX Artist
Sports / Fitness,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,42,74,96,79,37,47,54,81,60,66,Sports Coach,Fitness Trainer,Yoga Instructor,Sports Physiotherapist,Sports Psychologist
all,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,62,64,83,45,72,90,61,75,70,48,Software Developer,Web Developer,Mobile App Developer,Game Developer,Software Tester / QA Engineer
Forensics,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,85,59,64,42,55,66,64,65,71,44,Criminologist,Forensic Scientist,Crime Scene Investigator,Forensic Psychologist,Digital Forensics Analyst
Fashion,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,44,59,74,79,52,42,47,80,83,74,Fashion Designer,Textile Designer,Makeup Artist,Cosmetologist,Fashion Stylist
Education,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,69,63,87,83,39,69,65,89,79,71,Training Manager,School Teacher,Professor,Special Education Teacher,Curriculum Developer
Education,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,65,68,57,68,83,75,57,62,71,91,School Teacher,Professor,Special Education Teacher,Training Manager,College Lecturer
IT & Computer,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69,71,43,48,63,65,71,40,69,48,Software Developer,Web Developer,Mobile App Developer,Network Engineer,Cloud Engineer
all,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,69,84,96,94,69,64,78,87,72,70,Public Relations Manager,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager
Law & Government,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,56,55,71,74,63,75,55,79,63,87,Social Welfare Officer,Lawyer / Advocate,Judge,Legal Advisor,Public Prosecutor
IT & Computer,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,68,71,89,69,57,64,71,87,50,61,IT Project Manager,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer
Marine,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,58,54,59,50,71,80,80,67,57,51,Marine Engineer,Ship Captain,Marine Biologist,Naval Architect,Oceanographer
Business & Finance,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,51,94,77,62,80,50,79,62,100,61,Investment Banker,Auditor,Management Consultant,Banking Officer,Digital Marketing Specialist
Research,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,72,78,53,66,65,71,85,62,80,54,Research Scientist,Data Scientist,Research Analyst,Laboratory Researcher,Scientific Writer
Hospitality,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,56,70,79,70,70,73,49,74,66,70,Hotel Manager,Event Manager,Airline Manager,Wedding Planner,NGO Program Manager
Education,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,72,73,70,66,58,55,79,75,72,55,Training Manager,College Lecturer,Academic Counselor,Education Consultant,Librarian
Forensics,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,81,55,54,53,70,85,45,51,52,94,Criminologist,Forensic Scientist,Crime Scene Investigator,Forensic Psychologist,Digital Forensics Analyst
Marine,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,69,48,64,50,51,64,84,51,43,71,Marine Engineer,Ship Captain,Marine Biologist,Naval Architect,Oceanographer
Research,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,79,92,74,52,94,80,87,71,83,51,Research Scientist,Data Scientist,Research Analyst,Laboratory Researcher,Scientific Writer
Research,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,69,69,70,75,63,85,67,64,84,51,Research Scientist,Data Scientist,Research Analyst,Laboratory Researcher,Scientific Writer
Healthcare,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,50,57,67,79,46,53,55,66,33,73,Doctor,Nurse,Pharmacist,Medical Lab Technologist,Medical Researcher
all,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100,82,54,51,86,81,100,53,89,57,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
Fashion,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,36,68,74,86,83,48,37,85,92,75,Fashion Designer,Textile Designer,Makeup Artist,Cosmetologist,Fashion Stylist
all,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,80,75,88,62,59,82,82,54,52,63,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
Research,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,75,78,77,44,68,73,83,73,61,34,Research Scientist,Data Scientist,Research Analyst,Laboratory Researcher,Scientific Writer
IT & Computer,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,76,73,68,61,73,73,81,64,70,39,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
all,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,51,74,75,72,63,58,70,82,83,72,IT Project Manager,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager
all,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,66,59,65,88,60,67,46,74,54,84,IT Project Manager,IT Support Specialist,Technical Consultant,Ethical Hacker,Game Tester
all,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,53,76,71,74,74,49,52,66,85,71,IT Support Specialist,Technical Consultant,Ethical Hacker,Game Tester,Esports Player
all,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,67,74,67,61,60,50,44,59,93,68,UI/UX Designer,Graphic Designer,Fashion Designer,Interior Designer,Social Media Manager
Marine,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,89,76,46,43,58,48,82,34,78,31,Marine Engineer,Ship Captain,Marine Biologist,Naval Architect,Oceanographer
Healthcare,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,38,43,53,70,51,61,55,67,29,81,Doctor,Nurse,Pharmacist,Medical Lab Technologist,Medical Researcher
all,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,51,70,68,79,72,72,44,85,92,60,Graphic Designer,Fashion Designer,Interior Designer,Public Relations Manager,Social Media Manager
Law & Government,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,61,62,98,57,44,55,48,78,52,70,Social Welfare Officer,Lawyer / Advocate,Judge,Legal Advisor,Public Prosecutor
all,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,100,73,64,73,57,79,78,69,57,69,IT Project Manager,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager
Space Science,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,100,89,47,37,80,88,91,42,73,68,Space Scientist,ISRO Scientist,DRDO Scientist,Astronomer,Aerospace Engineer
Defense,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,100,64,67,62,61,77,92,65,57,75,Defense Scientist,Navy Officer,Army Officer,Air Force Officer,Coast Guard Officer
Hospitality,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,72,67,69,86,80,71,57,71,65,86,Hotel Manager,Event Manager,Airline Manager,Wedding Planner,NGO Program Manager
Business & Finance,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,87,74,63,74,84,86,60,67,67,100,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
Education,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,61,57,76,76,50,69,62,62,52,75,Training Manager,School Teacher,Professor,Special Education Teacher,College Lecturer
Space Science,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,100,82,79,78,89,94,86,87,75,84,Space Scientist,ISRO Scientist,DRDO Scientist,Astronomer,Aerospace Engineer
all,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,100,79,77,94,80,83,89,88,76,65,IT Project Manager,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager
Biotech,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,88,73,46,56,80,82,79,51,70,75,Biomedical Engineer,Tourism Manager,Real Estate Manager,Agricultural Scientist,Food Technologist
Marine,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,63,83,46,65,67,71,79,63,71,62,Marine Engineer,Ship Captain,Marine Biologist,Naval Architect,Oceanographer
Media & Creative,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,51,66,70,67,97,71,46,85,97,59,Graphic Designer,Fashion Designer,Interior Designer,Public Relations Manager,Social Media Manager
all,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,71,39,55,72,58,43,61,64,41,76,Animator,Film Director,Video Editor,Journalist,Content Writer
Education,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,92,72,72,78,80,71,76,78,70,97,Training Manager,School Teacher,Professor,Special Education Teacher,Curriculum Developer
Sports / Fitness,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,77,58,52,46,66,61,78,56,60,75,Sports Coach,Fitness Trainer,Yoga Instructor,Sports Physiotherapist,Sports Psychologist
Space Science,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,100,89,54,58,89,92,85,61,71,75,Space Scientist,ISRO Scientist,DRDO Scientist,Astronomer,Aerospace Engineer
all,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,90,68,37,35,73,78,87,39,73,58,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
Defense,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,67,66,70,65,53,78,82,57,56,69,Defense Scientist,Navy Officer,Army Officer,Air Force Officer,Coast Guard Officer
all,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,63,68,74,72,75,68,60,78,82,65,Public Relations Manager,Animator,Film Director,Video Editor,Journalist
IT & Computer,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,75,68,55,49,59,65,81,53,55,43,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
Hospitality,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,50,82,100,76,54,62,69,99,61,73,Hotel Manager,Event Manager,Airline Manager,Wedding Planner,NGO Program Manager
all,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,77,71,66,41,82,82,87,76,66,15,Public Relations Manager,Software Developer,Web Developer,Mobile App Developer,Game Developer
IT & Computer,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,63,66,53,36,59,64,76,51,57,38,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
all,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,71,64,77,80,77,62,79,72,67,81,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
all,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,24,56,65,78,48,53,39,78,61,78,Social Worker,School Teacher,Professor,Special Education Teacher,Social Welfare Officer
all,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,88,63,82,77,96,88,90,84,87,50,Data Analyst,Data Scientist,Cybersecurity Analyst,Database Administrator,Systems Analyst
Biotech,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,59,77,58,63,68,62,85,55,77,59,Biomedical Engineer,Tourism Manager,Real Estate Manager,Food Technologist,Biotechnologist
all,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,84,62,63,39,83,100,66,67,68,46,Software Developer,Web Developer,Mobile App Developer,Network Engineer,Cloud Engineer
Sports / Fitness,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,60,73,55,100,77,51,83,63,58,93,Sports Coach,Fitness Trainer,Yoga Instructor,Sports Physiotherapist,Sports Psychologist
all,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,55,59,78,82,79,75,28,81,91,77,UI/UX Designer,Graphic Designer,Fashion Designer,Interior Designer,Social Media Manager
Design,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,49,71,69,55,66,47,58,65,77,58,Architect,Urban Planner,Interior Designer,Industrial Designer,Graphic Designer
Aviation,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,71,54,73,68,48,69,68,71,50,60,Aircraft Maintenance Engineer,Pilot,Commercial Pilot,Air Traffic Controller,Flight Dispatcher
all,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,73,66,71,55,84,77,65,55,66,69,Public Relations Manager,Animator,Film Director,Video Editor,Journalist
all,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,61,71,69,71,62,66,66,82,59,63,Public Relations Manager,IT Project Manager,Training Manager,Accountant,Chartered Accountant (CA)
Defense,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,36,52,63,71,68,66,59,62,62,83,Navy Officer,Army Officer,Air Force Officer,Defense Scientist,Coast Guard Officer
Healthcare,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,83,60,69,72,62,78,77,81,51,80,Doctor,Nurse,Pharmacist,Medical Lab Technologist,Medical Researcher
Science,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,84,86,54,59,60,86,87,54,63,58,Physicist,Chemist,Mathematician,Statistician,Geologist
Aviation,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,88,97,97,71,84,94,75,89,56,69,Aircraft Maintenance Engineer,Pilot,Commercial Pilot,Air Traffic Controller,Flight Dispatcher
all,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,86,72,99,67,83,90,64,86,74,48,Software Developer,Web Developer,Mobile App Developer,Game Developer,Software Tester / QA Engineer
all,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,75,72,58,57,68,67,71,59,66,65,IT Project Manager,Software Developer,Web Developer,Mobile App Developer,Network Engineer
Aviation,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,68,64,64,81,56,51,70,69,66,76,Pilot,Commercial Pilot,Air Traffic Controller,Flight Dispatcher,Aircraft Maintenance Engineer
all,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,30,69,73,67,46,19,35,79,75,68,Graphic Designer,Fashion Designer,Interior Designer,Social Media Manager,VFX Artist
Media & Creative,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,66,62,80,65,74,67,60,90,66,67,Public Relations Manager,Animator,Film Director,Video Editor,Journalist
Forensics,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,86,67,36,62,75,82,79,46,65,78,Forensic Scientist,Criminologist,Crime Scene Investigator,Forensic Psychologist,Digital Forensics Analyst
Forensics,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,66,69,85,58,75,83,67,71,57,58,Forensic Scientist,Criminologist,Crime Scene Investigator,Forensic Psychologist,Digital Forensics Analyst
all,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,66,76,78,70,52,58,55,80,82,66,IT Project Manager,Public Relations Manager,IT Support Specialist,Technical Consultant,Ethical Hacker
Design,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56,81,55,72,58,30,59,65,89,90,Interior Designer,Industrial Designer,Graphic Designer,Architect,Urban Planner
all,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,48,49,91,76,80,66,33,84,89,65,Graphic Designer,Fashion Designer,Interior Designer,Social Media Manager,VFX Artist
Business & Finance,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,31,33,53,59,41,45,63,59,31,76,Investment Banker,Auditor,Management Consultant,Banking Officer,Digital Marketing Specialist
Forensics,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,71,50,57,64,54,72,60,67,61,55,Criminologist,Forensic Scientist,Crime Scene Investigator,Forensic Psychologist,Digital Forensics Analyst
all,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,57,45,67,90,66,60,57,70,53,73,Social Worker,School Teacher,Professor,Special Education Teacher,Social Welfare Officer
all,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,80,70,76,76,68,88,73,65,64,69,Public Relations Manager,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager
Hospitality,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,46,49,57,61,33,39,77,78,46,67,Hotel Manager,Event Manager,Airline Manager,Wedding Planner,NGO Program Manager
all,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,73,100,59,81,87,84,99,65,91,68,IT Project Manager,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer
Science,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,100,82,79,56,76,96,87,82,61,51,Physicist,Chemist,Mathematician,Statistician,Geologist
all,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,68,59,89,75,78,78,89,77,79,65,Public Relations Manager,IT Project Manager,Training Manager,Accountant,Chartered Accountant (CA)
all,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,74,77,67,48,60,83,79,65,59,33,Software Developer,Web Developer,Mobile App Developer,Game Developer,Software Tester / QA Engineer
Research,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,76,100,67,37,57,67,91,60,86,21,Research Scientist,Data Scientist,Research Analyst,Laboratory Researcher,Scientific Writer
all,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,69,75,92,81,77,57,56,79,84,84,Public Relations Manager,Animator,Film Director,Video Editor,Journalist
Marine,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,67,77,59,59,70,68,65,52,58,69,Ship Captain,Marine Engineer,Marine Biologist,Naval Architect,Oceanographer
Research,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,76,72,100,86,74,84,94,83,70,78,Research Scientist,Data Scientist,Research Analyst,Laboratory Researcher,Scientific Writer
Defense,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,61,67,40,47,63,82,64,62,52,48,Navy Officer,Army Officer,Air Force Officer,Defense Scientist,Coast Guard Officer
Design,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,81,77,33,47,65,79,69,47,82,52,Architect,Urban Planner,Interior Designer,Industrial Designer,Graphic Designer
Fashion,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,84,51,30,56,46,60,45,91,42,Cosmetologist,Fashion Designer,Textile Designer,Makeup Artist,Fashion Stylist
